Year,dummy2020,AN Conference,Sentiment_conf,Conference,Week_Index,Mentions_conf,conflosing%total,WeeklyConfWinPCTTotal,Total Games Played,Total Count of wins,Total count of losses,total points for,total points against,total point difference,Conflosing%nonconf,WeeklyConfWinPCTinNonConfGames,non conference games played,total count of non conference wins,count of non conference losses,points for non conference,points against non conference,point difference non conference,conference games played,count of conference wins,count of conference losses,points for in conference,points against in conference,point difference in conference,games vs power five,wins vs power five,losses vs power five,points for vs power five,points against vs power five ,point difference vs power five,games vs FCS,wins vs FCS,losses vs FCS,points for vs FCS,points against vs FCS,point difference vs FCS
2021,0,SECW12,29,SEC,12,11664,0.285714286,0.714285714,14,10,4,516,274,242,,1.0,6,6,0,306,64,242,8,4,4,210,210,0,8,4,4,210,210,0,3,3,0,163,20,143.0
2021,0,SECW13,46,SEC,13,15538,0.428571429,0.571428571,14,8,6,387,338,49,,0.75,4,3,1,121,72,49,10,5,5,266,266,0,14,8,6,387,338,49,0,0,0,0,0,0.0
2021,0,SECW14,49,SEC,14,19805,0.5,0.5,2,1,1,65,65,0,,,0,0,0,0,0,0,2,1,1,65,65,0,2,1,1,65,65,0,0,0,0,0,0,0.0
2021,0,SECW15,74,SEC,15,14069,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,SECW16,28,SEC,16,13867,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,SECW17,-21,SEC,17,7530,1.0,0.0,2,0,2,39,53,-14,,0.0,2,0,2,39,53,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021,0,SECW18,2,SEC,18,13698,0.444444444,0.555555556,9,5,4,215,185,30,,0.555555556,9,5,4,215,185,30,0,0,0,0,0,0,7,4,3,175,162,13,0,0,0,0,0,0.0
2021,0,SECW19,19,SEC,19,9522,0.666666667,0.333333333,3,1,2,71,93,-22,,0.0,1,0,1,20,42,-22,2,1,1,51,51,0,3,1,2,71,93,-22,0,0,0,0,0,0.0
2021,0,SECW20,64,SEC,20,15115,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,ACCW1,38,ACC,1,10917,0.294117647,0.705882353,17,12,5,564,358,206,,0.6875,16,11,5,523,348,175,1,1,0,41,10,31,8,4,4,182,186,-4,5,5,0,251,71,180.0
2022,0,ACCW2,36,ACC,2,11332,0.285714286,0.714285714,14,10,4,422,264,158,,0.714285714,14,10,4,422,264,158,0,0,0,0,0,0,6,3,3,143,143,0,3,3,0,125,32,93.0
2022,0,ACCW3,56,ACC,3,10373,0.214285714,0.785714286,14,11,3,407,312,95,,0.769230769,13,10,3,372,281,91,1,1,0,35,31,4,7,4,3,158,185,-27,3,3,0,114,44,70.0
2022,0,ACCW4,47,ACC,4,9227,0.533333333,0.466666667,15,7,8,478,450,28,,0.5,10,5,5,286,273,13,5,2,3,192,177,15,10,4,6,310,341,-31,1,1,0,45,24,21.0
2022,0,ACCW5,38,ACC,5,7839,0.461538462,0.538461538,13,7,6,381,322,59,,0.5,6,3,3,183,155,28,7,4,3,198,167,31,12,6,6,322,322,0,1,1,0,59,0,59.0
2022,0,ACCW6,28,ACC,6,7979,0.428571429,0.571428571,14,8,6,362,319,43,,0.625,8,5,3,231,199,32,6,3,3,131,120,11,12,6,6,289,289,0,0,0,0,0,0,0.0
2022,0,ACCW7,26,ACC,7,6444,0.533333333,0.466666667,15,7,8,478,450,28,,0.5,10,5,5,286,273,13,5,2,3,192,177,15,10,4,6,310,341,-31,1,1,0,45,24,21.0
2022,0,ACCW8,20,ACC,8,6426,0.454545455,0.545454545,11,6,5,275,252,23,,0.285714286,7,2,5,144,186,-42,4,4,0,131,66,65,10,5,5,231,231,0,0,0,0,0,0,0.0
2022,0,ACCW9,33,ACC,9,7668,0.538461538,0.461538462,13,6,7,329,339,-10,,0.375,8,3,5,191,216,-25,5,3,2,138,123,15,12,6,6,326,326,0,0,0,0,0,0,0.0
2022,0,ACCW10,44,ACC,10,6728,0.466666667,0.533333333,15,8,7,393,369,24,,0.5,8,4,4,186,190,-4,7,4,3,207,179,28,14,7,7,359,359,0,0,0,0,0,0,0.0
2022,0,ACCW11,12,ACC,11,6760,0.466666667,0.533333333,15,8,7,358,355,3,,0.444444444,9,4,5,175,238,-63,6,4,2,183,117,66,14,7,7,323,323,0,0,0,0,0,0,0.0
2022,0,ACCW12,-53,ACC,12,20767,0.428571429,0.571428571,14,8,6,373,340,33,,0.666666667,9,6,3,235,221,14,5,2,3,138,119,19,12,6,6,301,301,0,0,0,0,0,0,0.0
2022,0,ACCW13,-59,ACC,13,10455,0.615384615,0.384615385,13,5,8,364,405,-41,,0.333333333,9,3,6,242,283,-41,4,2,2,122,122,0,13,5,8,364,405,-41,0,0,0,0,0,0.0
2022,0,ACCW14,41,ACC,14,7142,0.5,0.5,2,1,1,49,49,0,,,0,0,0,0,0,0,2,1,1,49,49,0,2,1,1,49,49,0,0,0,0,0,0,0.0
2022,0,ACCW15,43,ACC,15,9789,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,ACCW16,75,ACC,16,6364,0.0,1.0,1,1,0,24,7,17,,1.0,1,1,0,24,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,ACCW17,73,ACC,17,6646,0.0,1.0,1,1,0,27,17,10,,1.0,1,1,0,27,17,10,0,0,0,0,0,0,1,1,0,27,17,10,0,0,0,0,0,0.0
2022,0,ACCW18,25,ACC,18,5833,0.5,0.5,8,4,4,220,221,-1,,0.5,8,4,4,220,221,-1,0,0,0,0,0,0,7,3,4,190,208,-18,0,0,0,0,0,0.0
2022,0,ACCW19,74,ACC,19,5576,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,ACCW20,57,ACC,20,3769,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big10W1,53,Big10,1,24615,0.1875,0.8125,16,13,3,487,255,232,,1.0,10,10,0,319,87,232,6,3,3,168,168,0,7,4,3,190,189,1,3,3,0,83,20,63.0
2022,0,Big10W2,43,Big10,2,17495,0.285714286,0.714285714,14,10,4,584,198,386,,0.714285714,14,10,4,584,198,386,0,0,0,0,0,0,4,1,3,68,61,7,4,4,0,219,39,180.0
2022,0,Big10W3,21,Big10,3,19700,0.307692308,0.692307692,13,9,4,497,269,228,,0.692307692,13,9,4,497,269,228,0,0,0,0,0,0,5,2,3,161,139,22,1,0,1,24,31,-7.0
2022,0,Big10W4,59,Big10,4,15875,0.461538462,0.538461538,13,7,6,342,314,28,,0.6,5,3,2,130,102,28,8,4,4,212,212,0,8,4,4,212,212,0,1,1,0,31,0,31.0
2022,0,Big10W5,10,Big10,5,14864,0.5,0.5,14,7,7,294,294,0,,,0,0,0,0,0,0,14,7,7,294,294,0,14,7,7,294,294,0,0,0,0,0,0,0.0
2022,0,Big10W6,29,Big10,6,14275,0.5,0.5,12,6,6,261,261,0,,,0,0,0,0,0,0,12,6,6,261,261,0,12,6,6,261,261,0,0,0,0,0,0,0.0
2022,0,Big10W7,52,Big10,7,12130,0.461538462,0.538461538,13,7,6,342,314,28,,0.6,5,3,2,130,102,28,8,4,4,212,212,0,8,4,4,212,212,0,1,1,0,31,0,31.0
2022,0,Big10W8,42,Big10,8,12555,0.5,0.5,10,5,5,281,281,0,,,0,0,0,0,0,0,10,5,5,281,281,0,10,5,5,281,281,0,0,0,0,0,0,0.0
2022,0,Big10W9,48,Big10,9,13171,0.5,0.5,10,5,5,223,223,0,,,0,0,0,0,0,0,10,5,5,223,223,0,10,5,5,223,223,0,0,0,0,0,0,0.0
2022,0,Big10W10,18,Big10,10,14792,0.5,0.5,14,7,7,287,287,0,,,0,0,0,0,0,0,14,7,7,287,287,0,14,7,7,287,287,0,0,0,0,0,0,0.0
2022,0,Big10W11,55,Big10,11,11385,0.5,0.5,14,7,7,308,308,0,,,0,0,0,0,0,0,14,7,7,308,308,0,14,7,7,308,308,0,0,0,0,0,0,0.0
2022,0,Big10W12,30,Big10,12,14074,0.5,0.5,14,7,7,322,322,0,,,0,0,0,0,0,0,14,7,7,322,322,0,14,7,7,322,322,0,0,0,0,0,0,0.0
2022,0,Big10W13,29,Big10,13,23354,0.5,0.5,14,7,7,326,326,0,,,0,0,0,0,0,0,14,7,7,326,326,0,14,7,7,326,326,0,0,0,0,0,0,0.0
2022,0,Big10W14,32,Big10,14,22307,0.5,0.5,2,1,1,65,65,0,,,0,0,0,0,0,0,2,1,1,65,65,0,2,1,1,65,65,0,0,0,0,0,0,0.0
2022,0,Big10W15,10,Big10,15,14642,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big10W16,20,Big10,16,12466,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big10W17,58,Big10,17,9463,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big10W18,44,Big10,18,14565,0.444444444,0.555555556,9,5,4,227,245,-18,,0.555555556,9,5,4,227,245,-18,0,0,0,0,0,0,9,5,4,227,245,-18,0,0,0,0,0,0.0
2022,0,Big10W19,26,Big10,19,10979,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big10W20,53,Big10,20,6653,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big12W1,53,Big12,1,13548,0.1,0.9,10,9,1,488,158,330,,0.9,10,9,1,488,158,330,0,0,0,0,0,0,2,1,1,69,51,18,5,5,0,264,40,224.0
2022,0,Big12W2,43,Big12,2,12720,0.3,0.7,10,7,3,345,229,116,,0.75,8,6,2,248,132,116,2,1,1,97,97,0,6,4,2,200,153,47,1,1,0,59,17,42.0
2022,0,Big12W3,56,Big12,3,13652,0.222222222,0.777777778,9,7,2,375,139,236,,0.777777778,9,7,2,375,139,236,0,0,0,0,0,0,2,1,1,63,41,22,2,2,0,128,14,114.0
2022,0,Big12W4,53,Big12,4,12713,0.333333333,0.666666667,9,6,3,311,272,39,,1.0,3,3,0,110,71,39,6,3,3,201,201,0,8,5,3,269,238,31,0,0,0,0,0,0.0
2022,0,Big12W5,23,Big12,5,10378,0.5,0.5,10,5,5,288,288,0,,,0,0,0,0,0,0,10,5,5,288,288,0,10,5,5,288,288,0,0,0,0,0,0,0.0
2022,0,Big12W6,45,Big12,6,10360,0.5,0.5,8,4,4,209,209,0,,,0,0,0,0,0,0,8,4,4,209,209,0,8,4,4,209,209,0,0,0,0,0,0,0.0
2022,0,Big12W7,44,Big12,7,10125,0.333333333,0.666666667,9,6,3,311,272,39,,1.0,3,3,0,110,71,39,6,3,3,201,201,0,8,5,3,269,238,31,0,0,0,0,0,0.0
2022,0,Big12W8,14,Big12,8,7717,0.5,0.5,8,4,4,257,257,0,,,0,0,0,0,0,0,8,4,4,257,257,0,8,4,4,257,257,0,0,0,0,0,0,0.0
2022,0,Big12W9,6,Big12,9,8713,0.5,0.5,8,4,4,222,222,0,,,0,0,0,0,0,0,8,4,4,222,222,0,8,4,4,222,222,0,0,0,0,0,0,0.0
2022,0,Big12W10,73,Big12,10,8758,0.5,0.5,10,5,5,290,290,0,,,0,0,0,0,0,0,10,5,5,290,290,0,10,5,5,290,290,0,0,0,0,0,0,0.0
2022,0,Big12W11,39,Big12,11,8267,0.5,0.5,10,5,5,209,209,0,,,0,0,0,0,0,0,10,5,5,209,209,0,10,5,5,209,209,0,0,0,0,0,0,0.0
2022,0,Big12W12,24,Big12,12,8729,0.5,0.5,10,5,5,270,270,0,,,0,0,0,0,0,0,10,5,5,270,270,0,10,5,5,270,270,0,0,0,0,0,0,0.0
2022,0,Big12W13,43,Big12,13,7824,0.5,0.5,10,5,5,357,357,0,,,0,0,0,0,0,0,10,5,5,357,357,0,10,5,5,357,357,0,0,0,0,0,0,0.0
2022,0,Big12W14,62,Big12,14,9311,0.5,0.5,2,1,1,59,59,0,,,0,0,0,0,0,0,2,1,1,59,59,0,2,1,1,59,59,0,0,0,0,0,0,0.0
2022,0,Big12W15,53,Big12,15,7611,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big12W16,19,Big12,16,8012,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big12W17,73,Big12,17,6811,1.0,0.0,1,0,1,15,30,-15,,0.0,1,0,1,15,30,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Big12W18,22,Big12,18,9900,0.714285714,0.285714286,7,2,5,235,256,-21,,0.285714286,7,2,5,235,256,-21,0,0,0,0,0,0,7,2,5,235,256,-21,0,0,0,0,0,0.0
2022,0,Big12W19,-1,Big12,19,5396,1.0,0.0,1,0,1,7,65,-58,,0.0,1,0,1,7,65,-58,0,0,0,0,0,0,1,0,1,7,65,-58,0,0,0,0,0,0.0
2022,0,Big12W20,56,Big12,20,6548,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Pac12W1,55,Pac12,1,9804,0.25,0.75,12,9,3,409,247,162,,0.75,12,9,3,409,247,162,0,0,0,0,0,0,3,0,3,42,116,-74,4,4,0,139,43,96.0
2022,0,Pac12W2,64,Pac12,2,6856,0.333333333,0.666666667,12,8,4,425,277,148,,0.7,10,7,3,356,208,148,2,1,1,69,69,0,5,2,3,120,156,-36,4,4,0,240,34,206.0
2022,0,Pac12W3,60,Pac12,3,6196,0.272727273,0.727272727,11,8,3,374,269,105,,0.727272727,11,8,3,374,269,105,0,0,0,0,0,0,2,1,1,46,77,-31,2,2,0,99,56,43.0
2022,0,Pac12W4,31,Pac12,4,7956,0.5,0.5,12,6,6,367,367,0,,,0,0,0,0,0,0,12,6,6,367,367,0,12,6,6,367,367,0,0,0,0,0,0,0.0
2022,0,Pac12W5,11,Pac12,5,7215,0.5,0.5,12,6,6,369,369,0,,,0,0,0,0,0,0,12,6,6,369,369,0,12,6,6,369,369,0,0,0,0,0,0,0.0
2022,0,Pac12W6,27,Pac12,6,6576,0.5,0.5,10,5,5,327,327,0,,,0,0,0,0,0,0,10,5,5,327,327,0,10,5,5,327,327,0,0,0,0,0,0,0.0
2022,0,Pac12W7,67,Pac12,7,5850,0.5,0.5,12,6,6,367,367,0,,,0,0,0,0,0,0,12,6,6,367,367,0,12,6,6,367,367,0,0,0,0,0,0,0.0
2022,0,Pac12W8,-33,Pac12,8,7881,0.5,0.5,8,4,4,204,204,0,,,0,0,0,0,0,0,8,4,4,204,204,0,8,4,4,204,204,0,0,0,0,0,0,0.0
2022,0,Pac12W9,47,Pac12,9,5323,0.5,0.5,10,5,5,313,313,0,,,0,0,0,0,0,0,10,5,5,313,313,0,10,5,5,313,313,0,0,0,0,0,0,0.0
2022,0,Pac12W10,84,Pac12,10,5558,0.5,0.5,12,6,6,397,397,0,,,0,0,0,0,0,0,12,6,6,397,397,0,12,6,6,397,397,0,0,0,0,0,0,0.0
2022,0,Pac12W11,73,Pac12,11,5788,0.5,0.5,12,6,6,348,348,0,,,0,0,0,0,0,0,12,6,6,348,348,0,12,6,6,348,348,0,0,0,0,0,0,0.0
2022,0,Pac12W12,40,Pac12,12,6819,0.5,0.5,12,6,6,327,327,0,,,0,0,0,0,0,0,12,6,6,327,327,0,12,6,6,327,327,0,0,0,0,0,0,0.0
2022,0,Pac12W13,-13,Pac12,13,7962,0.5,0.5,12,6,6,440,438,2,,0.5,2,1,1,64,62,2,10,5,5,376,376,0,10,5,5,376,376,0,0,0,0,0,0,0.0
2022,0,Pac12W14,40,Pac12,14,14481,0.5,0.5,2,1,1,71,71,0,,,0,0,0,0,0,0,2,1,1,71,71,0,2,1,1,71,71,0,0,0,0,0,0,0.0
2022,0,Pac12W15,74,Pac12,15,11175,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Pac12W16,62,Pac12,16,5497,0.5,0.5,2,1,1,36,32,4,,0.5,2,1,1,36,32,4,0,0,0,0,0,0,1,1,0,30,3,27,0,0,0,0,0,0.0
2022,0,Pac12W17,75,Pac12,17,7202,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Pac12W18,54,Pac12,18,4662,0.6,0.4,5,2,3,156,165,-9,,0.4,5,2,3,156,165,-9,0,0,0,0,0,0,4,2,2,111,119,-8,0,0,0,0,0,0.0
2022,0,Pac12W19,77,Pac12,19,4623,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,Pac12W20,38,Pac12,20,3507,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,SECW1,67,SEC,1,20719,0.066666667,0.933333333,15,14,1,625,228,397,,0.933333333,15,14,1,625,228,397,0,0,0,0,0,0,3,2,1,101,53,48,3,3,0,115,47,68.0
2022,0,SECW2,18,SEC,2,20043,0.357142857,0.642857143,14,9,5,441,317,124,,0.7,10,7,3,325,201,124,4,2,2,116,116,0,9,5,4,246,264,-18,3,3,0,157,20,137.0
2022,0,SECW3,50,SEC,3,17979,0.214285714,0.785714286,14,11,3,471,265,206,,0.9,10,9,1,369,163,206,4,2,2,102,102,0,7,4,3,173,152,21,3,3,0,103,44,59.0
2022,0,SECW4,17,SEC,4,18227,0.285714286,0.714285714,14,10,4,448,310,138,,1.0,6,6,0,244,106,138,8,4,4,204,204,0,8,4,4,204,204,0,0,0,0,0,0,0.0
2022,0,SECW5,40,SEC,5,15167,0.416666667,0.583333333,12,7,5,370,295,75,,1.0,2,2,0,102,27,75,10,5,5,268,268,0,10,5,5,268,268,0,2,2,0,102,27,75.0
2022,0,SECW6,25,SEC,6,17599,0.5,0.5,14,7,7,365,365,0,,,0,0,0,0,0,0,14,7,7,365,365,0,14,7,7,365,365,0,0,0,0,0,0,0.0
2022,0,SECW7,25,SEC,7,15604,0.285714286,0.714285714,14,10,4,448,310,138,,1.0,6,6,0,244,106,138,8,4,4,204,204,0,8,4,4,204,204,0,0,0,0,0,0,0.0
2022,0,SECW8,-19,SEC,8,17107,0.444444444,0.555555556,9,5,4,251,210,41,,1.0,1,1,0,65,24,41,8,4,4,186,186,0,8,4,4,186,186,0,1,1,0,65,24,41.0
2022,0,SECW9,-30,SEC,9,15641,0.5,0.5,10,5,5,272,272,0,,,0,0,0,0,0,0,10,5,5,272,272,0,10,5,5,272,272,0,0,0,0,0,0,0.0
2022,0,SECW10,30,SEC,10,19481,0.538461538,0.461538462,13,6,7,362,364,-2,,0.0,1,0,1,19,21,-2,12,6,6,343,343,0,12,6,6,343,343,0,0,0,0,0,0,0.0
2022,0,SECW11,14,SEC,11,16984,0.5,0.5,14,7,7,343,343,0,,,0,0,0,0,0,0,14,7,7,343,343,0,14,7,7,343,343,0,0,0,0,0,0,0.0
2022,0,SECW12,40,SEC,12,12127,0.285714286,0.714285714,14,10,4,484,298,186,,1.0,6,6,0,237,51,186,8,4,4,247,247,0,8,4,4,247,247,0,2,2,0,90,7,83.0
2022,0,SECW13,44,SEC,13,14702,0.428571429,0.571428571,14,8,6,427,397,30,,0.75,4,3,1,132,102,30,10,5,5,295,295,0,14,8,6,427,397,30,0,0,0,0,0,0.0
2022,0,SECW14,44,SEC,14,16036,0.5,0.5,2,1,1,80,80,0,,,0,0,0,0,0,0,2,1,1,80,80,0,2,1,1,80,80,0,0,0,0,0,0,0.0
2022,0,SECW15,63,SEC,15,13616,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2022,0,SECW16,-62,SEC,16,23179,1.0,0.0,1,0,1,3,30,-27,,0.0,1,0,1,3,30,-27,0,0,0,0,0,0,1,0,1,3,30,-27,0,0,0,0,0,0.0
2022,0,SECW17,69,SEC,17,13335,1.0,0.0,1,0,1,17,27,-10,,0.0,1,0,1,17,27,-10,0,0,0,0,0,0,1,0,1,17,27,-10,0,0,0,0,0,0.0
2022,0,SECW18,28,SEC,18,9966,0.333333333,0.666666667,9,6,3,318,253,65,,0.666666667,9,6,3,318,253,65,0,0,0,0,0,0,8,6,2,280,208,72,0,0,0,0,0,0.0
2022,0,SECW19,71,SEC,19,10770,0.0,1.0,1,1,0,65,7,58,,1.0,1,1,0,65,7,58,0,0,0,0,0,0,1,1,0,65,7,58,0,0,0,0,0,0.0
2022,0,SECW20,65,SEC,20,11541,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,ACCW1,35,ACC,1,13788,0.25,0.75,16,12,4,564,289,275,,0.846153846,13,11,2,495,215,280,3,1,2,69,74,-5,7,4,3,197,198,-1,4,4,0,203,27,176.0
2023,0,ACCW2,39,ACC,2,22540,0.266666667,0.733333333,15,11,4,623,328,295,,0.785714286,14,11,3,599,283,316,1,0,1,24,45,-21,6,3,3,191,173,18,5,5,0,243,65,178.0
2023,0,ACCW3,58,ACC,3,11423,0.333333333,0.666666667,15,10,5,453,332,121,,0.642857143,14,9,5,422,303,119,1,1,0,31,29,2,10,5,5,244,263,-19,2,2,0,93,14,79.0
2023,0,ACCW4,62,ACC,4,13185,0.466666667,0.533333333,15,8,7,437,366,71,,0.555555556,9,5,4,280,212,68,6,3,3,157,154,3,11,5,6,309,312,-3,0,0,0,0,0,0.0
2023,0,ACCW5,57,ACC,5,11718,0.545454545,0.454545455,11,5,6,240,251,-11,,0.571428571,7,4,3,161,176,-15,4,1,3,79,75,4,10,5,5,213,213,0,0,0,0,0,0,0.0
2023,0,ACCW6,37,ACC,6,10067,0.384615385,0.615384615,13,8,5,330,306,24,,0.555555556,9,5,4,222,253,-31,4,3,1,108,53,55,10,5,5,228,228,0,1,1,0,27,13,14.0
2023,0,ACCW7,8,ACC,7,9443,0.466666667,0.533333333,15,8,7,437,366,71,,0.555555556,9,5,4,280,212,68,6,3,3,157,154,3,11,5,6,309,312,-3,0,0,0,0,0,0.0
2023,0,ACCW8,57,ACC,8,9773,0.5,0.5,10,5,5,263,263,0,,0.5,4,2,2,106,102,4,6,3,3,157,161,-4,10,5,5,263,263,0,0,0,0,0,0,0.0
2023,0,ACCW9,-12,ACC,9,10240,0.466666667,0.533333333,15,8,7,398,391,7,,0.75,8,6,2,232,195,37,7,2,5,166,196,-30,14,7,7,377,377,0,0,0,0,0,0,0.0
2023,0,ACCW10,33,ACC,10,10753,0.466666667,0.533333333,15,8,7,341,289,52,,0.444444444,9,4,5,204,163,41,6,4,2,137,126,11,14,7,7,282,282,0,1,1,0,59,7,52.0
2023,0,ACCW11,16,ACC,11,9649,0.5,0.5,14,7,7,400,400,0,,0.428571429,7,3,4,183,204,-21,7,4,3,217,196,21,14,7,7,400,400,0,0,0,0,0,0,0.0
2023,0,ACCW12,43,ACC,12,9822,0.466666667,0.533333333,15,8,7,443,398,45,,0.555555556,9,5,4,293,217,76,6,3,3,150,181,-31,14,7,7,385,385,0,1,1,0,58,13,45.0
2023,0,ACCW13,59,ACC,13,14174,0.466666667,0.533333333,15,8,7,461,425,36,,0.6,10,6,4,324,257,67,5,2,3,137,168,-31,15,8,7,461,425,36,0,0,0,0,0,0.0
2023,0,ACCW14,61,ACC,14,16619,0.5,0.5,2,1,1,22,22,0,,0.0,1,0,1,6,16,-10,1,1,0,16,6,10,2,1,1,22,22,0,0,0,0,0,0,0.0
2023,0,ACCW15,49,ACC,15,14098,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,ACCW16,54,ACC,16,10806,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,ACCW17,19,ACC,17,14253,0.333333333,0.666666667,3,2,1,47,72,-25,,0.666666667,3,2,1,47,72,-25,0,0,0,0,0,0,1,1,0,30,17,13,0,0,0,0,0,0.0
2023,0,ACCW18,56,ACC,18,12292,0.555555556,0.444444444,9,4,5,226,271,-45,,0.444444444,9,4,5,226,271,-45,0,0,0,0,0,0,6,2,4,134,195,-61,0,0,0,0,0,0.0
2023,0,ACCW19,45,ACC,19,8056,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,ACCW20,60,ACC,20,8695,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,0,Big10W1,40,Big10,1,27897,0.285714286,0.714285714,14,10,4,344,209,135,,0.875,8,7,1,264,129,135,6,3,3,80,80,0,7,4,3,118,95,23,1,1,0,38,6,32.0
2023,0,Big10W2,33,Big10,2,26867,0.214285714,0.785714286,14,11,3,459,213,246,,0.785714286,14,11,3,459,213,246,0,0,0,0,0,0,5,2,3,103,131,-28,4,4,0,184,35,149.0
2023,0,Big10W3,48,Big10,3,29719,0.428571429,0.571428571,14,8,6,393,290,103,,0.583333333,12,7,5,350,247,103,2,1,1,43,43,0,9,3,6,188,239,-51,0,0,0,0,0,0.0
2023,0,Big10W4,38,Big10,4,17221,0.357142857,0.642857143,14,9,5,332,307,25,,1.0,4,4,0,97,72,25,10,5,5,235,235,0,10,5,5,235,235,0,0,0,0,0,0,0.0
2023,0,Big10W5,36,Big10,5,16319,0.416666667,0.583333333,12,7,5,359,299,60,,1.0,2,2,0,87,27,60,10,5,5,272,272,0,10,5,5,272,272,0,1,1,0,52,3,49.0
2023,0,Big10W6,35,Big10,6,17521,0.454545455,0.545454545,11,6,5,237,234,3,,1.0,1,1,0,23,20,3,10,5,5,214,214,0,10,5,5,214,214,0,1,1,0,23,20,3.0
2023,0,Big10W7,21,Big10,7,15785,0.357142857,0.642857143,14,9,5,332,307,25,,1.0,4,4,0,97,72,25,10,5,5,235,235,0,10,5,5,235,235,0,0,0,0,0,0,0.0
2023,0,Big10W8,13,Big10,8,27459,0.5,0.5,12,6,6,220,220,0,,,0,0,0,0,0,0,12,6,6,220,220,0,12,6,6,220,220,0,0,0,0,0,0,0.0
2023,0,Big10W9,-16,Big10,9,26321,0.5,0.5,10,5,5,235,235,0,,,0,0,0,0,0,0,10,5,5,235,235,0,10,5,5,235,235,0,0,0,0,0,0,0.0
2023,0,Big10W10,2,Big10,10,24849,0.5,0.5,14,7,7,312,312,0,,,0,0,0,0,0,0,14,7,7,312,312,0,14,7,7,312,312,0,0,0,0,0,0,0.0
2023,0,Big10W11,5,Big10,11,33758,0.5,0.5,14,7,7,331,331,0,,,0,0,0,0,0,0,14,7,7,331,331,0,14,7,7,331,331,0,0,0,0,0,0,0.0
